Summary,Text
security once we have received your information we will use strict procedures and security features to try to prevent unauthorised access access use strict features unauthorised access to prevent access to be unauthorised access .,Once we have received your information we will use strict procedures and security features to try to prevent unauthorised access.
group of companieswe may also disclose your personal information to third parties in the event that asos sells or buys any business or assets or assets . asos asos buys or buys your buys your personal personal information .,We may disclose your personal information to any of our group of companies.We may also disclose your personal information to third parties:in the event that ASOS sells or buys any business or assets;if ASOS or substantially all of its assets are acquired by a third party in which case personal data which we hold about our customers may be one of the transferred assets; orif we are under a duty to disclose or share your personal data in order to comply with any legal obligation or in order to enforce or apply our terms of; or to protect the rights property or safety of ASOS our customers or others.
credit risk reduction this includes exchanging information with other companies and organisations risk reduction for the purposes of fraud of fraud protection and credit risk . the purposes risk reduction risk with other exchanging information .,This includes exchanging information with other companies and organisations for the purposes of fraud protection and credit risk reduction.
site may contain links to and from the websites of our partner networks advertisers and other third partiesif you follow a link to any of these websites please note that they have their own privacy policies and that we do not accept any responsibility or liability .,Our site may contain links to and from the websites of our partner networks advertisers and other third parties.If you follow a link to any of these websites please note that they have their own privacy policies and that we do not accept any responsibility or liability for these policies.Please check these policies before you submit any personal data to these websites.
chargewe are completely satisfied we want you to return to the site and to recommend you wish to proceed and pay such chargewe are always pleased to hear from our customers even if it is a complaint .,We will notify you of any such change upon receiving your access request and confirm whether you wish to proceed and pay such charge.We are always pleased to hear from our customers (even if it is a complaint!).We are always grateful for any time you spend providing us with the knowledge we need to ensure our customers are completely satisfied - we want you to return to the site and to recommend us to your friends and family.
informationwe usually collect personal information directly from you collect it and how we plan to use it or these things will be obvious when we may use agents or service providers to do this for uswe may also acquire lists from other information .,We collect personal information when we provide our services to you.Generally we will tell you why we are collecting information when we collect it and how we plan to use it or these things will be obvious when we collect the information.We usually collect personal information directly from you although sometimes we may use agents or service providers to do this for us.We may also acquire lists from other sources both from other companies and from other public documents.
third party social media are authorizing us to collect other than in relation to our own serviceswhen you access our services or when you connect your use of our service to third social media services you are authorizing store and use such information and content in accordance .,We do not collect your passwords other than in relation to our own services.When you access our services through third party social media services or when you connect your use of our service to third party social media services you are authorizing us to collect store and use such information and content in accordance with this Privacy Policy.
personal information such as your name address telephone number and in some instances your financial detailswhen you are online we collect information regarding the pages within our network which you visit and what you click onas a general rule .,We usually collect personal information such as your name address telephone number and in some instances your financial details.When you are online we collect information regarding the pages within our network which you visit and what you click on.As a general rule we do not collect sensitive information.
digital law requires us to we will seek itwe use your information to provide our services for example associated with you or third parties and for marketing and client relationship purposes to enter administrative credit and account management to enter into contracts .,However if we do it will usually be for the purposes of providing our goods or services and if the law requires us to we will seek your consent to collect it.We use your information to provide our services (which on digital platforms may include the display of personalised content and advertising) to you to fulfil administrative functions associated with these services for example billing credit and account management to enter into contracts with you or third parties and for marketing and client relationship purposes.
personal information is contained within an advertisement which we publish for you may also use your commentcorrespondence in any mediawe may share your information with other companies which are related to news corp australia .,Where your personal information is contained within an advertisement which we publish for you we may also use your information for publication of that same advertisement in other media in accordance with the terms and conditions of the initial publication.Where your personal information is contained in a user generated post or in a communication to an editor or journalist we may publish your name and suburb to identify you as the author of the comment/correspondence if we choose to publish your comment/correspondence in any media.We may share your information with other companies which are related to News Corp Australia within or outside of Australia.
permitted at law use your personally identifiable information to assist us in improving information and services and any of us might be in touch to let you know about goods services or promotions and with your friends associated with your connect a social media service account with any social media,We or they may also in addition to the other uses described in this policy or as permitted at law use your personally identifiable information to assist us in improving our products and services and any of us might be in touch to let you know about goods services or promotions which may interest you.If you log in with or connect a social media service account with any of our services we may share your user name picture and likes as well as your comments with other users of our services and with your friends associated with your social media service.We may also share the same information with the social media service provider.
social media service s privacy policyif you do not want your personal information shared in this way please do not connect in and about you with your account for any of our services and do not participate in social media .,By logging in with or connecting your account for any of our services with a social media service you are authorizing us to share information we collect from and about you with the social media service provider other users and your friends and you understand that the social media service's use of the shared information will be governed by the social media service's privacy policy.If you do not want your personal information shared in this way please do not connect your social media service account with your account for any of our services and do not participate in social sharing on any of our services.We may disclose your personal information in order to comply with Australian or foreign law.
technical infrastructure providers and contractors providers including technical houses or debt collection agencies from time or reader providers and market our goods or serviceswe may also share your information with a third party for the purpose .,News may disclose your information to its service providers (including technical infrastructure providers) and contractors (including mail houses or debt collection agencies) from time to time but only to help us to provide improve and market our goods and services.We may also share your information with third parties who provide prizes for competitions or reader offers.If we do any of these we generally require the third parties to protect your information at least to the same degree that we do.If you have consented to us doing so News may also share your information with a third party for the purpose of enabling those third parties to contact you with marketing messages.
analysis purposes and analysis of information may also be used by news or provided to others as a summary report for marketing advertising or research purposes marketing research purposes report for the advertising report .,This statistical compilation and analysis of information may also be used by News or provided to others as a summary report for marketing advertising or research purposes.
privacy to access most personal information we hold about you whyto request access please contact our privacy officer as set out at the end of this document we will tell you deny access in some information .,You have a right to access most personal information we hold about you and if we deny access in some circumstances we will tell you why.To request access please contact our privacy officer as set out at the end of this document.
third party ad serving enables us to target advertisements to you for products and services in which you might be interestedthe sites third party and track certain behavioral usage information regarding users of your device via a device identifier traffic and other tracking including flash cookies web beacons .,Third party ad serving enables us to target advertisements to you for products and services in which you might be interested.The Sites' third party ad network providers the advertisers the sponsors and/or traffic measurement services may themselves set and access their own cookies (including Flash cookies) web beacons and other Tracking Technologies on your Device and track certain behavioral Usage Information regarding users of your Device via a Device Identifier.
third party tracking technologies may be set to among other things a help deliver advertisements to you that you might be interested in technologies tracking technologies tracking . these third party is set to the third party .,These third party Tracking Technologies may be set to among other things: (a) help deliver advertisements to you that you might be interested in; (b) prevent you from seeing the same advertisements too many times; and (c) understand the usefulness to you of the advertisements that have been delivered to you.
technology acknowledge and agree technology may access and use your device and may set or change settings on your device in connection with the associated operations operations operations and may your change on your change in connection .,You acknowledge and agree that associated technology may access and use your Device and may set or change settings on your Device in connection with the associated operations.
activitiesthird party cookies including flash cookies web beacons etags and other tracking technologies are not controlled by us even if they use our technology to store or collect data to store in association in association .,Note that any images (or any other parts of content) served by third parties in association with third party ads or other content may serve as web beacons which enable third parties to carry out the previously described activities.Third party cookies (including Flash cookies) web beacons ETags and other Tracking Technologies are not controlled by us even if they use our technology to store or collect data.
sources may collect information about you from a variety of sources including information we collect from you directly directly directly collect from a information of sources . information may collect from the variety of the sources .,We may collect information about you from a variety of sources including information we collect from you directly; information we collect about you when you visit our site use our services or contact us; and information we collect about you from other sources.Information we collect directly from you: 	When making a flight booking we ask you for your name; contact details such as phone and e-mail; loyalty programme details (if applicable); credit card details your meal preference and occasionally information pertaining to your health 	When making a flight booking we will ask for your name date of birth and gender for the purpose of Secure Flight.
passport number on a route requiring an advanced passenger information form . he information form we also collect your passport number form . but you are flying on the route requiring the advanced passenger .,If you are flying on a route requiring an Advanced Passenger Information form we also collect your passport number; the country your passport was issued in and the expiry date.When joining or using our Flying Club loyalty programme we ask you for your name; contact details such as email and phone numbers; address and date of birth.
us details may be required to provide sensitive personal information online but if you provide us with any other personal information by telephone email or by other means we will treat sensitive or others for example .,You may be required to provide sensitive personal information about yourself or others for example your dietary requirements or health details (if applicable).We do not seek any other sensitive personal information online but if you provide us with any other sensitive personal information by telephone email or by other means we will treat that sensitive personal information in accordance with this Privacy Policy.
virgin atlantic airways invites you to conduct an online text chat with one of our agents to help you complete your bookingby using this service you agree to the information you provide being shared with a carefully selected third party .,Virgin Atlantic Airways invites you to conduct an online text chat with one of our agents to help you complete your booking.By using this service you agree to the information you provide being shared with a carefully selected third party who manages this process on our behalf.
telephone calls made to and from our contact centres may be recorded and monitored for the purpose of quality assurance training security and for business purposesinformation we collect from other sourcesin order to keep our customers information up to date .,Telephone calls made to and from our Contact Centres may be recorded and monitored for the purpose of quality assurance training security and for business purposes.Information we collect from other sourcesIn order to keep our customers information up to date as much as possible and the offers we make as relevant as possible we may supplement it with information from other sources.
the may include information such as home movers interests and geographic and geographic profiles profiles and geographic . he movers interests   geographic   geographic and has been information such the home movers . the movers interests has geographic profiles in geographic .,This may include information such as home movers interests and geographic profiles.
us improve these services to youso that we can keep you informed of important administrative or service messages we need to use direct marketingthe following are examples of how we may use our information .,To provide the services you wantWe may use information we collect about you to provide the services you request and to manage our site and records as well as to help us improve these services to you.So that we can keep you informed of important administrative or service messages we need to use your information to contact you even where you have told us you do not wish to receive direct marketing.The following are examples of how we may use your information: 	When we process an airline ticket for you 	So that we are able to contact you if we need more information or if there are any changes to our flights 	In order to update and/or amend your flight as requested and contact you if we need more information 	So that we can retrieve your booking for you and to check you in online 	To better manage your travel experience 	To help us service any post-flight queries 	To help us develop technology to better serve you in the future 	When you travel on a route requiring an Advanced Passenger Information form we collect this additional information to comply with requirements for passenger entry to our destinations.
us with account will only use your information in this way where you have given us your consent virgin atlantic would like to keep in touch with you by post phone and electronic mail with account updates news special offers and promotions virgin atlantic .,Of course we will only use your information in this way where you have given us the OK to do so.Where you have given us your consent Virgin Atlantic would like to keep in touch with you by post phone and electronic mail with account updates news special offers and promotions.
virgin about products have given us your consent other virgin companies and our partners may also like to get in touch by post phone and electronic mail about products and services processing companies think will interest youwe may disclose services on our behalfyou will not be directly contacted .,Where you have given us your consent other Virgin companies and our partners may also like to get in touch by post phone and electronic mail about products and services which they think will interest you.We may disclose your information to third parties like data processing companies who may provide marketing services on our behalf.You will not be directly contacted by third parties as a result of giving us your details.
directlyif of any virgin company by contacting you may also optout of any direct marketing by any other virgin company directlyif you by contacting them directlyif you change your personal details or contact your local flying club office you change .,You may also opt-out of any direct marketing by any other Virgin company by contacting them directly.If you change your mind about your marketing preferences at any time simply navigate to www.virgin-atlantic.com/flyingclub log into your account and change your personal details or contact your local Flying Club office.
partyservice providerswe may occasionally companies to manage collation processing and storage of your personal information and sensitive personal information on our behalf and for the fulfilment of this contract between us or if we are sold to another companywe disclose information .,This information we hold on you will not be given to any third party except to the extent and for the purpose we may be required to do so by any law or for the fulfilment of this contract between us or if 'We' are sold to another company.We disclose information to:Third party/service providersWe may occasionally use third party companies to manage collation processing and storage of your personal information and sensitive personal information on our behalf.
these companies are carefully selected and screened to ensure maximum protection of your security and privacy and are permitted to use the information only in accordance and all other airlines are now required by law to give us customs and other border control agenciesplease note .,These companies are carefully selected and screened to ensure maximum protection of your security and privacy and are permitted to use the Information only in accordance with our instructions.Transferring information to border control agenciesPlease note that Virgin Atlantic and all other airlines are now required by law to give US Customs and other border control agencies access to certain passenger information.
accordingly any such advance passenger information including sensitive personal information that virgin atlantic holds about you and your travel arrangements may be disclosed to those agencies in the countries to which you are travelling arrangements .,Accordingly any such Advance Passenger Information - including sensitive personal information - that Virgin Atlantic holds about you and your travel arrangements may be disclosed to those agencies in the countries to which you are travelling.
the united states in order will be made to ensure that your information is processed only for the purpose set out above and for no other purposestravel between the european union and the united statescertain travel and reservation norway .,You understand and accept that if your information is disclosed to third parties outside the European Economic Area (the European Union plus Iceland Norway and Liechtenstein) those third parties may reside in territories which may not have suitable data protection provisions in place but every effort will be made to ensure that your information is processed only for the purpose set out above and for no other purposes.Travel between the European Union and the United StatesCertain travel and reservation information is transferred between the European Union and the United States in order to help US authorities prevent and combat terrorism and other serious transnational crimes.Further information on travel between the European Union and United States
needpayment onlinewhat onlinewhat credit cards do we accept for online booking we accept most major credit and debit cards including visa mastercard american express diners club mastercard or ensure it is only accessible cards .,We have appropriate technical administrative and physical procedures in place to protect personal information from loss misuse or alteration and ensure it is only accessible by those who have a business need.Payment onlineWhat credit cards do we accept?For online booking we accept most major credit and debit cards including Visa MasterCard American Express Diners Club & JCB.Is your credit card number secure online?We use the latest SSL (Secure Socket Layer) technology which ensures that any communications between your computer and ourselves is unreadable by anyone else.
details have not been tampered with in any waymost browsers have some type of indicator indicator the help section of your browserif your browser does not support ssl technology then we recommend that you update to the latest version of indicator .,Your details are communicated in a secure encrypted format and we can check that the information has not been tampered with in any way.Most browsers have some type of indicator to let you know if you have established a secure connection.If you are not sure then consult the help section of your browser.If your browser does not support SSL technology then we recommend that you update to the latest version.
virgin atlantic also uses secure which is a new technical standard developed by visa s internet authentication mastercard standard which has been developed by the major card schemesvisa has called their version of the scheme verified by visa .,Virgin Atlantic also uses 3D Secure which is a new technical standard developed by Visa and MasterCard which aims to further secure 'Card Not Present' (CNP) transactions over the Internet.This is the payment industry's internet authentication standard which has been developed by the major card schemes.Visa has called their version of the scheme 'Verified by Visa' and MasterCard have called their equivalent initiative 'MasterCard SecureCode'.
these are both collectively referred to as secure which is the online equivalent of chip and pinlinks to other websites and their security and privacy policiesin our website also provide links that these sites may have different security collectively and informationplease be aware .,These are both collectively referred to as 3D Secure which is the on-line equivalent of 'chip and pin'.Links to other Websites and their security and privacy policiesIn our website we also provide links to other websites for your convenience and information.Please be aware that these sites may have different security & privacy policies and we have no control over and take no responsibility for any information submitted to these sites
privacy policy is reviewed regularly to ensure informationany changes will be notified to you by updating policy was last updated to ensure that it reflects how we use your we use to you use your informationany changes .,Our Privacy Policy is reviewed regularly to ensure that it reflects how we use your information.Any changes will be notified to you by updating this policy.This Privacy Policy was last updated on 15 May 2012
special atlantica if you have made an online bookingif after purchasing your personal informationat any time you can choose your personal details withdraw from our flying club or flying club details can do this by contacting usb .,How to change your Personal InformationAt any time you can choose to change your personal details withdraw from our Flying Club or Flying Co loyalty programme or subscribe to receive news and special offers from Virgin Atlantic.a) If you have made an online bookingIf after purchasing a flexible ticket online you wish to request changes to your flight details you can do this by contacting us.b) If you have joined our loyalty programme Flying Club or Flying CoTo change your Flying Club details and preferences simply navigate to www.virginatlantic.com/flyingclub log into your account and change your personal details online.
special atlantica link will appear at the bottom of each email sent to you to unsubscribe if you have subscribed to receive a copy of the personal information we hold about youyou are entitled to you which will appear to unsubscribe .,To cancel your membership please call the Flying Co helpline telephone number.c) If you have subscribed to receive news and special offers from Virgin AtlanticA link will appear at the bottom of each email sent to you which will enable you to unsubscribe from receiving this information.If you wish to receive a copy of the information we hold about youYou are entitled to receive a copy of the personal information we hold about you.
submit simply submit a request by printing off completing and sending in the form within the following linkif you require proof of travelwe are happy to provide proof of travel letters as requested and without charge letters .,Simply submit a request by printing off completing and sending in the form within the following link.If you require Proof of TravelWe are happy to provide Proof of Travel letters as requested and without charge.
submit a signed written request as per the instructions available on the following link proof of travel letterplease contact us if you have any questions about our privacy policy or the information we hold about you by emailing policy .,Simply submit a signed written request as per the instructions available on the following link:Proof of Travel LetterPlease contact us if you have any questions about our Privacy Policy or the information we hold about you by emailing Information.Security@fly.virgin.com
mansueto ventures llc owns and operates llc of inccom website the inctechnologycom website and all websites under the root domain of inccom collectively referred to in this statement as the website you may contact if you have any questions regarding the content and material on the content .,Mansueto Ventures LLC owns and operates the Inc.com website the inctechnology.com website and all websites under the root domain of Inc.com (collectively referred to in this statement as the 'Website').You may contact us directly if you have any questions regarding the content and material on the Website or if you have any questions about our privacy policies.
purposesfor operate these features we collect certain nonpersonal and personal information from our visitors for specific purposesfor website activities that request personal information personal information you agree to provide and current information about yourself .,We provide various informative educational and entertaining features as part of the Website.To operate these features we collect certain non-personal and personal information from our visitors for specific purposes.For Website activities that request personal information you agree to provide accurate and current information about yourself.
older designated eventwe may retain personal information for an indefinite amount of time to preserve our database and to comply with various federal and state laws and minimum age requirements for example for example .,To participate in these events you must meet the designated criteria for participation and minimum age requirements (for example twenty-one (21) years of age or older) for the specific event.We may retain personal information for an indefinite amount of time to preserve our database and to comply with various federal and state laws.
email or other features available on the website you may be required to provide identifiable information such as your we can improve our website and services addresses telephone addresses telephone number birth date and gender personal information we may improve identifiable information .,To participate on the Website or in online activities special events contests sweepstakes or other features available on the Website you may be required to provide personally identifiable information such as your name street and e-mail addresses telephone number birth date and gender ("personal information").We may also survey visitors about various topics including how we can improve our website and services.
voluntarywe collect personal information to our membership base protect the security of our visitors and the site and interactive participation in specified venturesthe promotional use about the website and other information and services provided by mansueto only personal information .,Response to our surveys is entirely voluntary.We collect personal information for several important purposes including to operate our membership base protect the security of our visitors and the site improve our service and website distribute our newsletters notify the winners of our contests and sweepstakes allow participation in specified activities or Interactive Areas and for future marketing and/or promotional use about the Website and other products and services provided by Mansueto Ventures.The only personal information the Website obtains about you is information voluntarily provided by you through the Website.
a person can visit the website without giving us personal informationto gauge the effectiveness we may collect nonpersonal information about our members and visitors such as internet server and browser type the web page from which a person enters our site webpages visited duration of visit .,This means that a person can visit the Website and navigate through the Website without giving us personal information.To gauge the effectiveness of the Website we may collect non-personal information about our members and visitors such as Internet server and browser identification the Internet service provider clickstream information the web page from which a person enters our site webpages visited duration of visit and domain type.
mansueto andor special event collected through the website in conjunction ventures andor its promotional partners and sponsors and sponsors beyond the contest sweepstakes its promotional of additional services and events beyond the personal information collected .,The personal information collected through the Website in conjunction with such events may also be used for the marketing of additional services and events by Mansueto Ventures and/or its promotional partners and sponsors beyond the contest sweepstakes and/or special event.
privacy provisions provisions provisions for the specific event will govern provisions provisions . he is a conflict between those privacy provisions and this policy privacy provisions . the privacy privacy provisions for a event will be a conflict .,To the extent there is a conflict between those privacy provisions and this policy the privacy provisions for the specific event will govern.
request will be governed by the specific provider s terms of usage policiesto facilitate an order or request we may share your personal information with the provider providers an order to these personal information .,If you choose to use these optional services our operational providers will request your personal information to fulfill your order or request.The voluntary submission of your personal information to these operational providers including your order or request will be governed by the specific provider's terms of usage and privacy policies.To facilitate an order or request we may share your personal information with the provider.
the operational provider may also share your personal information with uswe most instances policy and that such providers only share visitors personal information or order with mansueto ventures unless necessary to complete a visitor s request or order in our privacy databasein most instances to the provisions policy .,The operational provider may also share your personal information with us.We will store this information in our membership database.In most instances we request that our operational providers adhere to the provisions in our privacy policy and that such providers only share visitors' personal information with Mansueto Ventures unless necessary to complete a visitor's request or order.
orderhowever request that these providers only use the personal information for the purpose of conducting the sale or fulfilling of your service or orderhowever you must read an operational you must determine the sale of use the extent of use and disclosure of your personal information collected online .,We also request that these providers only use the personal information for the purpose of conducting the sale or fulfilling the requested service or order.However you must read an operational providers privacy policy to determine the extent of use and disclosure of your personal information collected online.
nonpersonal website usage information about visitors to the website for the purpose with this company for the pages of managing and targeting advertisements and for market research analysis on the use of pixel advertising and our third party advertising company may note may note .,In addition we may share non-personal website usage information about visitors to the Website with this company for the purpose of managing and targeting advertisements and for market research analysis on the Website and other websites.For these purposes Mansueto Ventures and our third party advertising company may note some of the pages you visit on the Website through the use of pixel tags (also called clear GIFs).
third party advertisers may place or recognize a unique cookie on your computer advertisers on your to computer computer advertisers . the third party has recognize in the course of serving advertisements to the website our third cookie advertisers .,In the course of serving advertisements to the Website our third party advertisers may place or recognize a unique "cookie" on your computer.
offerwhen you must explicitly consent to receive each offerwhen you explicitly agree to receive you with the offer you have requestedwe are not responsible for the information collection practices of these third parties and all information provided is governed by the privacy policies .,In these instances you must explicitly consent to receive each offer.When you explicitly agree to receive offers from specific third parties your information is shared with the specific third party to enable them to provide you with the offer you have requested.We are not responsible for the information collection practices of these third parties and all information provided is governed by the privacy policies of these third parties.
mapping service providers to provide you map content for the servicesthird party processors are authorized to use your information that we provide to carry out the service they are providing for the weather channel service providers .,We also provide your information to third party mapping service providers to provide you map content for the Services.Third party processors are authorized to use your information that we provide to them only to carry out the service they are providing for The Weather Channel.
weather channel is aware that the weather channel does not have control over these third party technologies or the information contained in them in them should be control over the information over these information .,You should be aware that The Weather Channel does not have control over these third party technologies or the information contained in them.
weather channel or a third party related to the weather channel you must have opted in weather channel . he channel you were receive an offer or promotion from the weather . but you receive an promotion of the party channel .,If you receive an offer or promotion from The Weather Channel or a third party related to The Weather Channel you must have opted in.
childrenwe strongly encourage parents and guardians nor are not responsible for the contents of any linked site or service or any link or services with respect with respect nor are we responsible for all linked sites and services sites .,We are not responsible for the contents of any linked site or service or any link contained in a linked site or service nor are we responsible for the privacy practices of the operators of those sites or services with respect to children.We strongly encourage parents and guardians to review the privacy policies of all linked sites and services.
weather channel secure is important to uswe have put in place appropriate physical electronic and managerial procedures designed to protect and safeguard your data channel procedures designed . the information you provide to the weather channel .,Keeping the information you provide to The Weather Channel secure is important to us.We have put in place appropriate physical electronic and managerial procedures designed to protect and safeguard your data.
weather channel uses standard industry practices to protect your pii we can not guarantee that your communications with the services will never be unlawfully intercepted or that your pii will never unlawfully accessed by third parties .,Of course although The Weather Channel uses standard industry practices to protect your PII we cannot guarantee that your communications with the Services will never be unlawfully intercepted or that your PII will never be unlawfully accessed by third parties.
weather channel reserves the right to alter changes as business needs requireif we decide to change our privacy policy we will always know what information we gather how we might use that information and whether we will disclose changes to this site prior to the privacy channel policy .,The Weather Channel reserves the right to alter our Privacy Policy as business needs require.If we decide to change our Privacy Policy we will post those changes here so that you will always know what information we gather how we might use that information and whether we will disclose it to anyone.All changes to this policy will be posted on this site prior to the time they take effect.
pii affected consumers who have provided us with an email address will be notified via email and will be given the opportunity to optout affected via email . he have provided material changes to the way to optout .,If we make material changes to the way we use PII affected consumers who have provided us with an e-mail address will be notified via e-mail and will be given the opportunity to opt-out.
google as a third party vendor uses cookies cookies uses cookies enables it to serve ads to your sitegoogle s use of the dart cookie by visiting the google ad and content network privacy policy .,Google as a third party vendor uses cookies to serve ads on your site.Google's use of the DART cookie enables it to serve ads to your users based on their visit to your sites and other sites on the Internet.Users may opt out of the use of the DART cookie by visiting the Google ad and content network privacy policy.
store certain information automaticallythis information will not be shared with anyone beyond the web site support staff except with to comply with a judicial proceeding court order or subpoena with a source of anonymous statistical information .,However we may collect and store certain information automatically.This information will not be shared with anyone beyond the web site support staff except when required by law enforcement investigation (such as to comply with a judicial proceeding court order or subpoena) and will be used only as a source of anonymous statistical information.
graphics provider on the drugscom web site access the internet provided by your internet service provider isp date and time you access our sitepages version and operating system of the site from which you linked directly to our sitebrowser version .,This information may include:Internet Protocol (IP) address of the domain from which You access the Internet either Your individual address or the proxy provided by Your Internet Service Provider (ISP).Date and time You access our site.Pages You view (recorded by the text and graphics files that compose that page).Web address of the site from which You linked directly to our site.Browser version and operating system of the computer You are using.Drugs.com is the sole owner of the information collected on the Drugs.com web site.
drugscom collects personally identifiable information from our users at several sitewe may use the summary statistics to help us make our site more useful to visitors such as assessing what information is of most and least interest to visitors and for other purposes .,Drugs.com collects personally identifiable information from our users at several different points on our Web site.We may use the summary statistics to help us make our site more useful to visitors such as assessing what information is of most and least interest to visitors and for other purposes such as determining the site's technical design specifications and identifying system performance or problem areas.This Web site contains links to other sites that are not owned or controlled by us.
collects identifiable informationthis privacy statement applies only to information for the privacy practices of each siteswe encourage you to be aware when you leave our site and to information collected by this web site .,Please be aware that we are not responsible for the privacy practices of such other sites.We encourage you to be aware when you leave our site and to read the privacy policies of each and every Web site that collects personally identifiable information.This privacy statement applies only to information collected by this Web site.
small text file that is stored on a user s computer purposeswe use cookies on this sitewe do not link the information and to provide identifiable information you submit while on our sitewe use session id cookies to make it easier for you to navigate identifiable information .,A cookie is a small text file that is stored on a user's computer for record-keeping purposes.We use cookies on this site.We do not link the information we store in cookies to any personally identifiable information you submit while on our site.We use session ID cookies to make it easier for you to navigate our site and to provide you with enhanced services (viewing history account information).
flash we use local shared objects also known as flash cookies to store your preferences such as volume control or high game score or display content based upon what you view on our site to personalize your visit content based .,We use local shared objects also known as Flash cookies to store your preferences such as volume control or high game score or display content based upon what you view on our site to personalize your visit.
store informationflash cookies are different from browser tools because of the amount of and how data is storedcookie management tools provided by your browser will not remove flash cookies to collect browsing to collect cookies .,Third Parties with whom we partner to provide certain features on our site or to display advertising based upon your Web browsing activity use Flash cookies to collect and store information.Flash cookies are different from browser cookies because of the amount of type of and how data is stored.Cookie management tools provided by your browser will not remove Flash cookies.
wwwmacromediacomsupportdocumentationenflashplayerhelpsettingsmanagerhtml wwwmacromediacomsupportdocumentationenflashplayerhelpsettingsmanagerhtml may choose to provide us with personal information by sending email with questions or comments or by filling out an online form and submitting it to us with questions by sending it .,To learn how to manage privacy and storage settings for Flash cookies click here:http://www.macromedia.com/support/documentation/en/flashplayer/help/settings_manager.html#117118You may choose to provide us with personal information by sending e-mail with questions or comments or by filling out an online form and submitting it to us through our web site.
information to use this information to this information for this information . but we use the information to a information to information to the information . click here for all the latest information news to information .,We use this information to;Gather the requested information.Respond to Your message.Follow-up as appropriate.Drugs.com does not create individual profiles with the information You provide.If information is collected it will be used solely in connection with Drugs.com or for such other purposes as are described at the point of collection.
drugscom does not give sell or transfer any personal information to any third party for their promotional purposeshowever your email your email message question or comment may be forwarded to other drugscom employees contractors or subcontractors who may be better able to help youexcept .,Drugs.com does not give sell or transfer any personal information to any third party for their promotional purposes.However Your e-mail message question or comment may be forwarded to other Drugs.com employees contractors or subcontractors who may be better able to help You.Except for authorized law enforcement investigations we do not share our e-mail with any other outside organizations.
senders and online forms are not secure against interception and senders can not expect guaranteed privacy privacy privacy and online . the email can not be guaranteed privacy and senders is not secure guaranteed privacy .,However e-mail and on-line forms are not secure against interception and senders cannot expect guaranteed privacy.
drugscom follows generally accepted industry standards to protect personal information submitted to us both during transmission and once we receive itno while we strive to use your personal information we can not guarantee its absolute security during transmission .,Drugs.com follows generally accepted industry standards to protect the personal information submitted to us both during transmission and once we receive it.No method of transmission over the Internet or method of electronic storage is 100% secure however.Therefore while we strive to use commercially acceptable means to protect your personal information we cannot guarantee its absolute security.
ssl secure socket technology to protect your sensitive information on our siteif you have any questions about security on our web site you can send an email using our contact form about security you .,We use SSL (Secure Socket Layer) technology to protect your sensitive information on our site.If you have any questions about security on our Web site you can send an email using our contact form.
email will automatically send your friend a onetime inviting him or her to visit the sitedrugscom does not store this information we will ask your friend s name or her her her a onetime email inviting him .,If you choose to use our referral service to tell a friend about our site we will ask you for your friend's name and email address.We will automatically send your friend a one-time email inviting him or her to visit the site.Drugs.com does not store this information.
username and preferred subscriptionswe will only use this information to contact information such as your name age email address you are required you about the services on our site in which you have expressed interest to provide contact information .,In order to use some areas of this web site you must first complete the registration form.During registration you are required to provide contact information such as your name age email address preferred username password and preferred subscriptions.We will only use this information to contact you about the services on our site in which you have expressed interest.
us have have the option to provide demographic information to us option to us demographic information . the option of us you also have been the option for provide demographic . click here for all the latest demographic news .,You also have the option to provide demographic information to us; we encourage you to submit this information so we can provide you a more personalized experience on our site.If your personally identifiable information changes or if you no longer desire our service you may update delete or deactivate your information by signing into your account or by emailing our Customer Support or by contacting us by telephone or postal mail at the contact information listed above.
interestthese messages may contain at least one clearly visible to notify you about the services on our site in which you have expressed interestthese emails may contain an occasional sponsor messageemail messages sent to you will always contain .,If you subscribe to receive e-mail we will only send messages to notify you about the services on our site in which you have expressed interest.These e-mails may contain an occasional sponsor message.E-mail messages sent to you will always contain at least one clearly visible link to unsubscribe.
anonymous informationdrugscom profiles will not be shared with anyone beyond the web site support staff except with to comply with a judicial proceeding court order or subpoena with a source of anonymous statistical informationdrugscom will use aggregate data to publish drug usage drug interaction statistics and drug treatment data and,Any information in your Mednotes profiles will not be shared with anyone beyond the web site support staff except when required by law enforcement investigation (such as to comply with a judicial proceeding court order or subpoena) and will be used only as a source of anonymous statistical information.Drugs.com will use aggregate data to publish drug usage statistics drug interaction data and drug treatment combinations.
usedata may retain information of usedata retentiondrugscom may retain identifiable information you choose to submitdrugscom may retain personally identifiable information for the accounts experience as a terms of improving to terminate also reserves the right in a manner inconsistent .,We are not responsible for the personally identifiable information you choose to submit.Drugs.com also reserves the right to terminate the accounts of visitors who use these services in a manner inconsistent with our Terms of Use.Data RetentionDrugs.com may retain personally identifiable information for the purpose of improving your user experience as a site member.
drugscom is closed terminated or upon requestopting outwe provide you the opportunity to optout of having your personally identifiable information used for certain account the opportunity but do not wish to receive any additional marketing material from us you can indicate your preference during signup example .,This data is removed when your account with Drugs.com is closed terminated or upon request.Opting OutWe provide you the opportunity to 'opt-out' of having your personally identifiable information used for certain purposes when we ask for this information.For example if you set up an account but do not wish to receive any additional marketing material from us you can indicate your preference during signup.
